geneID,symbol
367944,Zic3
367956,Ldoc1
368002,Baz1b
368042,Btaf1
368044,Atp6v1g2
368070,Pnn
368084,Bud23
368088,Dgkd
368153,RT1-CE7
368158,Rorc
368178,Hoxc9
369016,Myadm
369017,Krt5
373065,Ddx24
373066,Ift81
373540,Il18rap
373541,Taf9
373542,Stk25
373545,Prkag2
378461,Terc
378467,Ldaf1
378939,Uts2b
378947,Bst2
379044,Qrfp
393085,Pcdha1
393086,Pcdha2
393087,Pcdha5
393088,Pcdha6
393089,Pcdha7
393090,Pcdha9
393092,Pcdhac2
394223,Pcdha11
394265,Anxa2-ps1
394266,Gjb2
396527,Ugt1a2
396551,Ugt1a3
396552,Ugt1a9
399475,Adm2
399489,E2f1
399679,Aicda
399684,Vkorc1l1
404280,Mid1ip1
404640,Mrgprx2
404641,Mas1l
404643,Mrgprb13
404644,Mrgprb5
404645,Mrgprx2l
404658,Mrgprb4
404660,Mrgpre
404781,Iqsec3
404808,Or4b1d
404959,Or7a38
404960,Or7a38d
404962,Olr1523
404968,Or1e31
404975,Or1e16d
404976,Olr1469
404977,Or1e18
405034,Or5an1
405065,Or1ad6
405108,Or8a1b
405133,Or2a7
405142,Or10ac1
405161,Or7d11b-ps1
405174,Or7g31
405213,Or6d13
405214,Or6d13b
405280,Or7a36
405281,Olr1500
405335,Or1f20
405339,Or7d11
405353,Or8s8
405362,Or7a44
405390,Or7d11c
405635,Or10al4-ps1
406008,Or2b4
406011,Or10al4b
406012,Or10al27
406161,C4b
406162,Notch4
406164,Pbx2
406165,Agpat1
406166,Egfl8
406167,Prrt1
406169,Atf6b
406196,Cchcr1
406199,Mucl3
406226,Krt77
406227,Krt72
406228,Krt2
406230,Rpp21
406864,Clic1
406865,Mpig6b
406866,Ly6g6e
406867,Ly6g5b
407756,Btla
407757,Krt76
407758,Krt26
407759,Krt83
407760,Krt86
407761,Krt81
407762,Krt85
407764,St6galnac4
407765,St6galnac6
407780,Cyp21a1-ps
407783,Stk19-ps
407784,Rnf5
408199,Sucnr1
408200,Pan2
408201,Ctsql2
408202,Abhd12b
408204,Prss58
408205,Prss59
408206,Ggt6
408207,Mcpt8l3
408208,Mcpt4l1
408209,Mcpt1l3
408210,Klk4
408211,Klk5l1
408212,Cpa5
408213,Tmprss11c
408214,Stfa2l1
408215,Stfa3l1
408216,Senp17
408217,Usp11
408218,Capn11
408222,Senp18
408223,Usp54
408224,Slpi-ps2
408225,Wfdc6b
408226,Wfdc15a
408227,Wfdc12
408228,Wfdc9
408229,Slpi-ps1
408230,Wfdc15b
408231,Spink14
408232,Spint5p
408233,Spink4
408234,Spink2
408235,Spink6
408236,Mug2
408237,Spink7
408238,Mcpt1l2
408239,Mcpt1l4
408240,Mcpt8l2
408241,Prss57
408242,Klk1c6
408243,Ece2
408244,Prss45
408245,Prss46
408246,C1rl
408247,Try10
408248,Psma3l
414065,Nanog
414270,RT1-CE14
414779,RT1-CE2
414783,RT1-CE4
414784,RT1-T24-4
414785,RT1-M6-1
414789,RT1-CE15
414790,RT1-CE13
414791,RT1-CE11
414792,RT1-CE10
414793,RT1-CE3
414819,RT1-CE16
414982,Rps2-ps1
415062,Ly6g6d
415089,Tnxb
432358,Elavl4
432360,Sgce
432361,Nrg2
432367,Npc1l1
432392,Fut8
436582,Atp6v0e2
442921,Prm3
444982,Eml5
444984,Dnmt3a
444985,Dnmt3b
444986,Il22ra2
445268,Ufc1
445269,C5ar2
445271,Jph4
445415,S100a11
445442,Thbs1
445541,Repin1
445583,Reg4
446170,Dear
446171,Smgc
448830,Ly96
449617,Ugt1a@
450222,Clec4b2
450223,Clec4e
450224,Omg
450225,Krt10
450226,Ka11
450227,Krt33b
450228,Krt31
450229,Krt27
450230,Krt32
450231,Krt42
450235,Adgre4
474143,Clec4a
474144,Clec6a-ps1
474146,Hcst
474147,Mib2
474154,Rbm4b
474169,Rnase2
474348,Sspo
492821,Pmaip1
493574,Crppa
493810,Capza2
493865,Gimap9
493909,Aox3
494021,Lmcd1
494125,Rcn3
494192,Mycbpap
494193,Klra1
494194,Klra2
494195,Ly49s4
494196,Ly49s6
494198,Oas1k
494202,Oas3
494203,Ly49s7
494204,Ly49i4
494205,Ly49i9
494206,Ly49si1
494207,Ly49si2
494208,Ly49i3
494209,Ly49si3
494210,Ly49i7
494211,Ly49i5
494223,Fbxl16
494247,Vom1r86
494315,Taar7i-ps
494316,Taar7f-ps
494319,Taar3
494320,Ccdc8
494321,Fam115e
494322,Pms1
494338,Trim25
494344,Ier2
494345,Pdcd10
494445,Srsf2
494499,Gsta5
494500,Gsta3
494520,Ggnbp1
494521,Kctd10
494527,Scgb2b2
494528,Scgb2b24
494535,Taar7c
494538,Scgb2b24-ps1
494559,Hsc70-ps1
497009,Naaa
497010,Eng
497039,Amy2a3
497078,Xk
497084,Spetex2b
497194,Rnase13
497195,Rnase17
497196,Nms
497197,Plcz1
497198,Impact
497227,Muc19
497228,Rnase-ps
497229,Ang2
497619,Fut10
497651,Rnase11
497672,Brca1
497756,Si
497757,Gucy1a1
497761,Cd2
497770,Scn3a
497778,Dut
497787,Vom1r93
497794,Mug1
497796,Klra17
497798,Lmo3
497811,Xdh
497815,Nrcam
497840,Cps1
497860,Rpl39l1
497867,Nudt16l1
497876,Mrpl28
497878,Nsg2
497881,Tlx3
497886,C1qtnf2
497891,Timd4
497892,Sgcd
497897,Zfp2
497901,Leap2
497902,Uqcrq
497904,Meikin
497913,Gjc2
497914,Med9
497915,Drg2
497916,Mief2
497918,Smcr8
497921,Slc47a2
497926,Shisa6
497929,Pirt
497930,Sco1
497931,Pik3r5
497932,Pik3r6
497934,Borcs6
497936,Tmem88
497937,Tmem102
497941,Gps2
497942,Cxcl16
497948,Trpv3
497955,Tlcd2
497958,Gemin4
497959,Proca1
497961,Nlk
497967,Zfp830
497970,Heatr9
497972,Heatr6
497974,Myo19
497976,Rad51c
497978,Dgke
497979,Tmem100
497985,Hoxb7
497986,Hoxb6
497987,Hoxb5
497988,Hoxb4
497991,Med1
497994,Krt222
497995,Krtap1-5
498000,Coa3
498001,Cntd1
498003,Dusp3
498008,Hexim1
498011,Mrc2
498013,Ern1
498015,Pitpnc1
498024,Kctd2
498028,Cep295nl
498030,Anapc11
498033,Tex19.1
498034,Fn3k
498038,Vgll3
498066,Sh3bgr
498068,Rps2-ps38
498074,Retnlb
498075,Trat1
498079,Cd96
498089,Dtx3l
498095,Dynlt2b
498100,Mb21d2
498109,Polr2h
498112,Yeats2
498113,LOC498113
498119,Spidr
498130,Stard13
498140,Cdk8
498145,Fam220a
498146,Spdye4
498150,Brat1
498171,Prkrip1
498174,Nipsnap2
498183,Mapkapk5
498185,Slc8b1
498189,Srrm4
498194,Mn1
498206,Tnfrsf11a
498209,Serpinb3a
498225,Eif2d
498228,Mfsd4a
498232,Lax1
498233,Lgr6
498234,Arl8a
498241,Cfhr4
498256,Ier5
498266,Blzf1
498272,Uap1
498275,Fcrlb
498276,Fcgr2al1
498281,Nectin4
498284,Itln1
498286,Slamf1
498287,Slamf6
498295,Smyd3
498297,Cnst
498299,Lefty1
498301,Wdr26
498309,Vash2
498310,Nsl1
498328,Pkd2
498331,Ptpn13
498332,Coq2
498335,Cxcl13
498351,Srp72
498352,Pdcl2
498355,Grxcr1
498386,Cc2d2a
498392,Cytl1
498398,Selenom
498400,Hormad2
498402,Ascc2
498404,Ccdc117
498407,Purb
498411,Hus1
498412,Sun3
498415,Zpbp
498416,Grb10
498423,Sertad2
498425,Zrsr2-ps1
498433,Psme4
498434,Gpr75
498440,Myoz1
498453,Tcea1l1
498456,Sntn
498475,Ptgdrl1
498486,Gnpnat1
498489,Naa30
498491,Tlr11
498492,Ccnb1ip1
498497,Tppp2
498515,Cdh24
498529,Amer2
498538,Trim35
498545,Tsc22d1
498549,Akap11
498559,Commd6
498560,Uchl3
498572,Cby2
498575,Hesx1
498576,Il17rd
498587,Ldb3
498596,Nrg3
498599,Slc35e1
498606,Kxd1
498607,Mef2b
498609,Lpar2
498622,Anxa10
498630,Wwc2
498633,Helt
498638,Msr1
498642,Rbpms
498650,Rab11fip1
498654,Adam5
498659,Ratnp-3b
498660,Defb52
498666,Tnfsf13b
498675,C8h3orf62
498697,Klhl3
498703,Fam193b
498704,Prr7
498709,Cks2
498726,Rnf182
498728,Elovl2
498736,Tubb2a
498749,Tdp2
498753,Hist1h2af
498764,Jcad
498769,Edaradd
498789,Akr1c3l1
498791,Ucn3
498795,Ccdc3
498796,Fam107b
498798,Stam
498803,Otud1
498806,Myo3a
498814,Mtcp1
498834,Myo7b
498840,Sting1
498846,Pcdhga2
498847,Pcdhga3
498848,Pcdhgb1
498849,Pcdhga10
498850,Pcdhga12
498854,Scgb3a2
498881,Gapdh-ps118
498886,C18h18orf32
498888,Siglec15
498902,Cmtm4
498909,Coq9
498910,Arl2bp
498911,Mt4
498918,Irx5
498922,Cbln1
498934,Lsm6
498940,Ces2h
498941,Fbxl8
498944,Tsnaxip1
498945,Zfp90
498949,Phlpp2
498950,Marveld3
498951,Il34
498953,Tmem170a
498957,Klhl36
498959,Fbxo31
498962,Acsf3
498972,Cpne2
498982,Myb
498985,Themis
498992,Vnn3
498995,Ncoa7
498997,Rspo3
498999,Ahrr
499000,Zdhhc11
499010,Syne1
499014,Zdhhc14
499015,Serac1
499017,Sytl3
499020,Wtap
499021,Pacrg
499022,Qki
499073,Brsk1
499088,Dact3
499090,Mypop
499099,Cd177
499100,Dmrtc2
499108,Sertad3
499113,Selenov
499114,Fbxo27
499123,Znf568l-ps1
499124,Zfp14
499126,Igflr1
499129,Kctd15
499132,Rgs9bp
499146,Spib
499149,Pth2
499150,Dkkl1
499152,Izumo1
499155,Fancf
499157,Svip
499171,Klf13
499174,Cers3
499182,LOC499182
499185,Mrps11
499191,Ngrn
499204,Ddias
499209,Kctd21
499210,Acer3
499214,Coa4
499235,Cdv3l1
499241,Scube2
499249,Plekha7
499263,Gsg1l
499271,Itgax
499285,Adam8
499287,Ano9
499288,Mob2
499297,Mrgprgl1
499298,Cabp2
499300,Ptprcap
499306,Majin
499308,Flrt1
499314,Tut1
499322,Fam111a
499323,Cct7-ps1
499330,Nmrk1
499335,Fxn
499337,Dock8
499339,Pum3
499342,Cd274
499349,Fgfbp3
499353,Cyp2c24
499355,LOC499355
499356,Blnk
499358,Scd4
499360,Slf2
499361,Tlx1
499362,Lbx1
499367,Calhm1
499377,Plekhs1
499380,Emx2
499391,Gemin7
499400,RT1-M5
499413,Hsf2bp
499415,Icoslg
499417,Sumo3
499418,Spatc1l
499420,Prmt2
499422,Gstt3
499425,Zfp365
499437,Mcm9
499443,Lims1
499474,Ostm1
499497,Mef2c
499505,Msh3
499508,Zfyve16
499518,Ccdc125
499528,Ccno
499529,Ndufs4
499537,Fyb1
499558,Marchf11
499566,Car13
499567,Rbis
499587,Slc7a14
499588,Gpr160
499589,Lrrc34
499593,Sox2
499607,Tgap1l6
499617,Rfxap
499619,Eif3i-ps1
499624,Tsc22d2
499652,Rit1
499655,Cks1b
499657,S100a7l2
499658,Pglyrp3
499660,Sprr1a
499668,Lingo4
499669,Celf3
499675,H2ac20
499688,Gstm6
499689,Gstm4
499690,Tmem167b
499702,Synpo2
499709,Gar1
499716,Dnajb14
499723,Col24a1
499725,Rpf1
499744,Il36g
499745,Nrarp
499748,Rnf208
499749,Tprn
499751,Man1b1
499762,Med22
499766,Ttf1
499768,Tbc1d13
499770,Spout1
499779,Swi5
499781,Cfap157
499782,Rpl12
499789,Klf5-ps2
499797,Fmnl2
499798,Arl6ip6
499800,Ly75
499801,Ifih1
499807,Dcaf17
499814,Ift70b
499839,C3h11orf96
499846,Tcp11l1
499847,Prrg4
499866,Fam98b
499870,Rad51
499871,Zfyve19
499872,Dppa3-ps1
499873,Oip5
499874,Mga
499877,Ubr1
499878,Mfap1a
499879,Duoxa2
499883,Gabpb1
499893,Ap5s1
499903,Napb
499913,Abhd12
499914,Gins1
499918,Rspo4
499922,Dnmt3b-ps1
499924,Bpifb3
499925,Bpifb4
499926,Bpifb1
499929,Tgif2
499933,Dsn1
499935,Tti1
499941,Dbndd2
499947,Cbln4
499951,Gata5
499964,En2
499966,Xrcc2
499967,Cct8l2
499973,Atg9b
499974,Nup42
499975,Hycc1
499980,Ccdc146
499985,Cd36l1
499991,Steap4
500000,Cldn12
500005,Gatad1
500006,Pex1
500011,Samd9
500017,Asb4
500023,Dlx6
500036,Ppp1r3a
500037,Foxp2
500040,Tes
500047,Wnt16
500048,Fezf1
500052,Hyal5
500054,Pot1
500065,Tspan33
500066,Strip2
500069,Cep41
500076,Agbl3
500079,Stra8
500084,Trim24
500086,Ift56
500089,Tas2r137
500091,Tas2r138
500101,Tas2r144
500105,Cntnap2
500112,Gimap8
500113,Gimap7
500116,Tra2a
500120,Stk31
500124,Spmip4
500126,Hoxa7
500128,Hoxa11-as
500129,Hoxa13
500131,Creb5
500133,Nod1
500137,Neurod6
500156,Atoh1
500157,Qrfprl
500180,Igkvl16
500183,Igkc
500197,Spmip9
500200,Atoh8
500219,Lrrtm4
500221,Eva1a
500225,Ino80b
500226,Wdr54
500235,Emx1
500237,Nat8f2
500239,Figla
500242,Pcbp1
500244,Aak1
500245,Bmp10
500246,Arhgap25
500247,Aplf
500249,Rab43
500253,Dnajb8
500254,Tcp1-ps1
500255,Eefsec
500261,Magi1
500262,Kbtbd8
500267,Lmod3
500280,Lrrn1
500281,Setmar
500282,Arl8b
500287,Srgap3
500292,Cidec
500301,Akr1b1-ps2
500305,Dcp1b
500308,Cecr2
500311,Gdf3
500312,Vom2r50
500318,Cd27
500319,Tuba3a
500323,Parp11
500324,Cracr2a
500335,Clec2m
500336,Clec1b
500337,Clec1a
500338,Klrc3
500348,Bcl2l14
500363,Tuba3b
500364,Sspn
500366,Rep15
500367,Klhl42
500368,Far2
500372,Hspa9-ps2
500374,LOC500374
500377,Tuba8
500384,Tmem70
500392,Mcmdc2
500394,Sntg1
500409,Esrp1
500418,Cngb3
500430,Ankrd6
500432,Spaca1
500442,Dnai1
500449,Sit1
500450,Tpm2
500453,Pax5
500464,Epb41l4b
500474,Rnf183
500479,Dppa3-ps2
500485,Cer1
500501,Caap1
500526,Mknk1
500527,Lurap1
500528,Ccdc17
500532,Rnf220
500534,Ccdc24
500538,Ybx1
500545,Cdca8
500557,Nkain1
500558,Gmeb1
500561,Themis2
500562,Lin28a
500564,Ldlrap1
500566,Stpg1
500569,Kdm1a
500571,Kif17
500572,Otud3
500574,Pax7
500587,Fbxo44
500590,Tnfrsf9
500592,Tnfrsf25
500598,Tnfrsf18
500616,Socs5
500625,Atad2b
500629,Rdh14
500633,Greb1
500636,Rnf144a
500637,Dcdc2c
500651,Sptssa
500659,Fscb
500666,Dact1
500679,Rad51b
500689,Ttc9
500690,Map3k9
500694,Isca2
500695,Snw1
500700,Cep128
500705,Efcab11
500707,Tc2n
500709,Itpk1
500711,Ppp4r4
500714,Rpl6-ps1
500715,Ccnk
500717,Meg3
500736,Ighvhpc7183-29
500761,Apof
500790,Cactin
500793,Btbd2
500797,Misp
500818,Rfx4
500820,Slc5a8
500823,Ccdc38
500826,Galnt4
500832,Bbs10
500836,Il22
500837,Helb
500843,Kics2
500847,Dtx3
500853,Rgs22
500855,Zfp706
500863,Rspo2
500865,Sybu
500870,Mtbp
500873,Fam83a
500874,Tmem65
500892,Cyp11b1
500901,Arhgap39
500902,Apol7b-ps1
500904,Ncf4
500906,Cyth4
500907,Rps19bp1
500910,Tnfrsf13c
500915,Tafa5
500918,Aph1a-ps1
500928,H1f7
500929,Tuba1b
500935,Krt6a-ps2
500943,Arhgap42
500945,C8h11orf97
500954,Ubl5
500956,Shfl
500965,Ldhal1
500972,Stt3a
500973,Slc37a2
500980,Tmem225
500982,Bsx
500985,Cbl
500986,Nherf4
500987,H2ax
500988,Ddx6
500989,Zpr1
501005,Cplx3
501007,Insyn1
501010,Spesp1
501023,Gfral
501033,Minar1
501039,Slc25a36
501043,Il20rb
501046,Bfsp2
501047,Col6a5
501048,Poc1a
501049,Gpr62
501052,Tusc2
501059,Kif9
501060,Prss44
501069,Golga4
501070,Dlec1
501072,Acaa1b
501083,Pdcd6ip
501088,Tbc1d5
501095,Rftn1
501096,Treml1
501097,Mdfi
501099,Srf
501101,Lrrc73
501103,Slc35b2
501106,Adgrf4
501110,Gsta6
501121,Cfc1
501135,Hspd1-ps13
501143,Boll
501145,Satb2
501157,Rpe
501158,Spag16
501160,Vwc2l
501162,Mreg
501164,Cdk5r2
501177,Gpr55
501180,Tex44
501181,Efhd1
501194,Ppip5k2
501195,Macir
501203,Myl12a
501231,Vwc2
501232,Cesl1
501282,Mydgf
501283,Plin5
501285,Yju2
501403,Cbx4
501454,Oaz2
501502,Sh2d1a
501503,LOC501503
501506,Zbtb33
501515,Tut7
501546,Huwe1
501550,Trappc2
501552,Fancb
501560,Rps6ka3
501563,Prkx
501576,Chchd4l1
501584,Amer1
501588,Tex11
501621,Nxf7
501624,Bex4
501625,Bex1
501630,Pwwp3b
501653,Suv39h1-ps1
501661,F8a1
501664,Fam3a
501665,Slc10a3
501675,Tmem114
501679,Prss29-ps1
501688,Lsm11
501699,Myo15a
501706,Mis12
501712,Slfn3
501736,Cd300a
501738,Cd300lb
501747,Qrich2
501779,Cd200r1l
501841,Coro1c
501854,Rab7b
501869,Sh2d1b
501910,Ipo7-ps2
501923,Smim20
501925,Slc2a9
501926,Zmat5
501996,Il25
501998,Cbln3
502017,Dpm3
502020,Lrch1
502083,Cldn24
502086,Cfap96
502091,Rnf122
502097,Dkk4
502122,Prl2c1
502125,Hist1h2ah
502129,hist1h2ail2
502143,Idi2
502227,Gtf2h5
502228,Tmem181
502317,Aplp1
502320,Faap24
502338,Mrgprb2
502348,Stard5
502359,Hbe2
502367,Bola2
502372,Syce1
502374,Polr2l
502389,Npm3
502412,C20h6orf15
502414,Tbc1d22b
502503,Serf1
502525,Dnajc19
502531,Eif2a
502541,Loricrin
502570,Spopfm2l1
502576,Tdpoz2l1
502585,Cd160
502603,Srsf11
502632,Mettl5
502633,Mettl8
502640,Cerkl
502642,Selenoh
502663,Serf2
502674,Dstn
502689,Tldc2
502694,Dok5
502710,Kmt2c
502733,Ankrd7
502743,Hmgb1-ps5
502749,Agk
502750,Wee2
502757,Tas2r135
502759,Nobox
502776,Scrn1
502782,Pyurf
502857,Noto
502858,Gp9
502872,Jagn1
502875,H1f8
502886,Foxj2
502894,Tigar
502900,Clec12b
502901,Clec9a
502902,Clec7a
502913,Hist2h4a
502916,Rerg
502935,Eya1
502946,Arid3c
502970,Angptl3
502988,Sesn2
503000,Ctnnbip1
503018,Wdr35
503052,Vash1
503065,LOC503065
503214,Rbpms2
503269,Rab17
503446,Asb12
503650,Klri2
503651,Klri1
503662,Ly49s5
50522,Ubc
50545,Dpf1
50549,Cyp4a1
50551,Txnrd2
50552,Zfp292
50554,Smad4
50555,Ugt8
50556,Exoc6
50557,Pten
50558,Npepps
50559,Acot1
50560,Ip6k1
50563,Gja5
50564,Gjd2
50565,Hspb7
50566,Grem1
50567,Slc3a2
50568,Cspg5
50572,Slco1a1
50577,Galr1
50585,Bpifa2
50592,Gria1
50594,Nbl1
50599,Kcnj3
50621,Slc23a1
50622,Slc23a2
50645,Rab27a
50646,Ptk2b
50654,Ctss
50655,Aco1
50658,Mapk9
50659,Nr2c2
50662,Runx1
50663,Calm2
50664,Gnao1
50665,Tmsb10
50669,Prf1
50671,Fasn
50672,Ednrb
50676,Slc6a12
50677,Ptpro
50678,Pde3a
50681,Acox1
50682,Lipf
50683,Sftpc
50685,Myl12b
50686,Gsk3a
50687,L1cam
50688,Cacnb1
50689,Mapk3
50690,Slc6a8
50692,Plaur
50718,Rps28-ps1
50719,Slc7a5
50864,Ntm
50866,Rab4b
50871,Hpcal1
50872,Hpcal4
50938,Cdon
50993,Rab10
50998,Coil
53372,Nup54
53949,Chrm5
53950,Prl3d1l1
53982,Zfp260
54133,Pdlim1
541457,Dbx2
541589,Kyat3
54190,Rabep1
54223,Adcy4
54225,Apob
54226,App
54227,Arpc1b
54230,Btg3
54231,Car2
54232,Car3
54233,Car5a
54234,Cacna1e
54235,Calm2-ps1
54236,Cd5
54237,Cdk1
54238,Cdkn2c
54239,Chrnb2
54240,Chrnd
54241,Cltc
54242,Cpa3
54243,Cr1l
54244,Crebbp
54245,Crk
54248,Dgkb
54249,Cfd
54250,Fgf2
54251,Flt1
54252,Mid1
54253,G8
54254,Gata4
54256,Gja6
54257,Grik2
54258,Cxcr1
54259,Inpp5d
54260,Itpkb
54261,Kcnn1
54262,Kcnn2
54263,Kcnn3
54264,Mafb
54265,Llgl1
54266,Madcam1
54267,Maf
54268,Mapk4
54269,Mcpt10
54270,Mcpt4
54271,Tpsab1
54272,Mcpt9
54276,Neurod2
54278,Nr4a2
54281,Furin
54282,Padi1
54283,Pfkfb4
54284,Pitx2
54286,Prkg1
54287,Eif2ak2
54289,Rgs1
54290,Rgs10
54291,Rgs11
54292,Rgs12
54293,Rgs3
54294,Rgs5
54295,Rgs6
54296,Rgs7
54297,Rgs8
54299,Ncor1
54300,Slc12a3
54301,Slc14a1
54302,Slc14a2
54303,Bpifa2f
54304,Ssbp1
54305,Sstr2
54308,Slk
54309,Syt5
54311,Timm17a
54312,Timm23
54314,Tpo
54315,Ucp2
54318,Eif2s1
54319,Ezr
54320,Pdpn
54321,Cnn3
54322,Cox6c
54323,Arc
54348,Stk39
54349,Aox1
54350,Scfd1
54355,Rassf5
54398,Ppt2
54400,Bet1l
54404,Itih4
54410,Enpp3
54702,Egln3
54705,Pdp1
548104,Pcdhb17
548105,Pcdhb18
548106,Pcdhb19
548326,Fcmr
553106,Ncald
553129,Pcdhga1
554172,Pxdn
554302,Tas2r108
554353,Gpr34
55939,Apom
56003,Septin3
56010,Ywhag
56011,Ywhab
56029,Srcin1
56042,Uso1
56064,Nptn
56081,Scaf1
56082,Gorasp1
56083,Tgm2
56084,Hgs
56227,Espn
56266,Cyp4f1
56281,Mrpl37
56611,Anxa2
56646,Lgals1
56718,Mtor
56725,Cript
56759,Rnase4
56761,Notch3
56765,Plvap
56766,Leprot
56768,Pclo
56769,Ndufaf3
56777,Adam1a
56778,Ly6c
56780,Acp3
56781,Myl1
56782,Srgn
56785,Ralgapa1
56806,Adam2
56813,Pth1r
56814,Slc24a1
56815,Cd3e-ps1
56816,Prkn
56817,Kcnip2
56819,Extl3
56820,Ramp3
56821,Or1n1
56822,Cd86
56823,Haao
56824,Ifit1
56825,Cym
56826,Adap2
56827,Cacna1i
57021,Adam3a
57022,Adam4
57025,Adam15
57027,Adam17
57029,Adam18
57033,Adam22
57233,Isl2
57298,Gstm3
57300,Aadac
57301,Ccr1
57302,Cnr2
57305,Uts2r
57341,Parva
57395,Cltrn
574523,Ugt1a5
574531,Lair1
57809,Rpl35a
58808,Mpp4
58812,Apln
58813,Nt5e
58814,Tmod2
58815,Glrx3
58817,Sec23a
58819,Txnrd1
58820,Zfp148
58821,Zranb2
58822,Csnk1e
58823,Nckap1
58826,Prg2
58827,Mest
58834,Dlc1
58835,Phgdh
58838,Sh2b3
58840,Mapk6
58842,Preb
58844,Grb14
58845,Igbp1
58850,Nr0b1
58851,Nr1h2
58852,Nr1h3
58853,Nr4a3
58854,Psmb4
58857,Vapa
58868,Fzd1
58917,Hpx
58918,Casp9
58919,Ccnd1
58920,Gpc1
58921,Foxm1
58923,Mefv
58924,Fut2
58927,Rpl36
58934,Pdcd2
58935,Gas6
58936,Plk3
58937,Prl3c1
58940,H2az1
58942,Cacnb4
58945,Dynll1
58946,Robo1
58947,Hgfac
58948,Dlg3
58949,Ptafr
58950,Fkbp1b
58952,Cpq
58954,Klf6
58958,Nup210
58959,Crhr1
58960,Map2k2
58961,Azin1
58962,Hpgds
58963,Htr3b
58964,Nme6
58965,Ramp1
58966,Ramp2
58967,Sfmbt1
58968,Acan
58970,Degs1
58971,Fxyd1
58974,Gabarap
58975,Klrg1
58976,Slc30a1
58977,Ppp1r1a
58978,Slco1b2
58979,Gng7
58981,Kcnab3
58982,Ncan
58983,Rabggta
59073,Lxn
59074,Stx8
59075,Grk5
59076,Grk6
59077,Grk4
59085,Asl
59086,Tgfb1
59087,Nxf1
59088,Prl8a4
59101,P3h4
59102,Rpa2
59103,Ptges
59106,Ltbp2
59107,Ltbp1
59108,Mb
59109,Ntrk1
59112,Hand1
59113,Kmo
59114,Nherf1
59117,Ago2
59264,Ltb4r
59265,Phlpp1
59266,Hcn4
59267,Syt7
59268,Ip6k2
59293,Rgs19
59294,Pold1
59295,Nucb2
59296,Dnase2b
59299,Trdn
59300,Nat8f1
59301,Ghrl
59302,Bmp15
59303,Tmem33
59304,Gdf9
59312,Shank3
59313,Psgb1
59314,Camk2n2
59315,Nxph3
59316,Nxph4
59317,Epb41l1
59318,Negr1
59319,Ambra1
59320,Adcy10
59322,Cnksr2
59323,Erbb4
59324,Kcnk1
59325,Ereg
59326,Rapgef3
59327,Twist2
59328,Smad5
59329,Sik1
595134,Akirin1
60323,Arhgef1
60324,Synpo
60325,Serpinb2
60327,F13a1
60328,Mark2
60329,Neurog3
60331,Atxn3
60332,Akap14
60334,Ensa
60335,Tgm1
60336,Arpp19
60337,Npff
60338,Fxyd5
60341,Camkk1
60349,Nr5a2
60350,Cd14
60351,Nr1h4
60352,Mapk12
60353,Acrv1
60355,Nsf
60356,Csad
60357,Prom1
60371,Birc2
60372,Pga3
60373,Nop58
60374,Lmna
60376,Plrg1
60377,Lin7b
60378,Lypd3
60379,Col5a3
60381,Tsn
60382,Arfip1
60383,Rbck1
60384,Copb2
60391,Nrxn1
60394,Olig1
60395,Trpc3
60398,Fhit
60399,S1pr5
60414,Rhd
60416,Pfkp
60417,Ecel1
60418,Gde1
60421,Prmt1
60422,Slc18a3
60423,Slc28a2
60427,Kitlg
60430,Mcl1
60431,Vapb
60432,Glp2r
60433,Rfng
60434,Bcl2l2
60442,Lin7c
60443,Epn2
60444,Kcnt1
60445,Tsc1
60446,Crx
60447,Clock
60448,Htr1f
60449,Gnb3
60450,Matk
60460,Hspa2
60462,Batf3
60463,Ccr2
60464,Fgf16
60465,Cttn
60466,Stx7
60562,Stx6
60563,Hr
60564,Syt9
60565,Syt6
60566,Syt8
60567,Syt10
60568,Syt11
60570,Npvf
60571,Mybbp1a
60575,Napsa
60577,Slc15a2
60580,Hint1-ps1
60581,Acaca
60582,Il1rn
60583,Ivl
60584,Lif
60587,Dusp4
60589,Epha8
60590,Grm8
60627,Exoc5
60628,Cxcr4
60629,Unc5a
606294,Kifbp
60630,Unc5b
60660,Ppp2r2b
60661,Max
60662,Fgf5
60663,Insrr
60664,Pik3r3
60665,Cxcl6
60666,Gpd1
60667,Gpr20
60668,Amph
60669,Cmklr1
60670,Fut4
613221,Defa31
613223,Defa6
613226,Slc6a17
619346,Surf4
619374,Jam2
619382,Acap2
619385,Ncoa4
619393,Dnajc12
619436,Med24
619549,Plpp6
619558,Retreg1
619560,Rup2
619561,Acsf2
619566,Cdca7l
619574,Cybc1
619575,Sohlh2
619577,Rnf14
619579,Nrbp1
619580,Ctps2
63834,Capn10
63835,Ctla4
63836,Actn4
63837,Tagln3
63839,Fhl2
63840,Per2
63843,P2ry4
63847,Fxyd6
63848,Fxyd7
63849,Mmp8
63850,Prlh
63851,Fgf14
63852,Pter
63864,Hsd17b10
63865,Lgmn
63867,Ugt2a1
63868,Hspd1
63878,Stc2
63879,Xiap
63880,Dnajc3
63881,Rapgef1
63882,Asic4
63883,Kcne3
63885,Pde10a
63886,Abcb9
63887,Nmu
63888,A4galt
63889,Ptgdr
63912,Niban1
63994,Arhgap17
63995,Dusp10
63996,Smc1a
63997,Slc29a1
64001,Cyb5a
64012,Rad50
