geneID,symbol,degree
308593,Tmem143,78
308594,Odad1,3
308596,Ush1c,92
308598,Hps5,16
308607,E2f8,3
308632,Hebp2,1
308637,Ano5,9
308650,Hnrnph2,122
308652,Smox,6
308663,Tubgcp5,1
308666,Cyfip1,65
308667,Nipa2,2
308668,Nipa1,1
308669,Herc2,9
308670,Dnmt3a-ps3,7
308690,Ndn,12
308692,Peg12,2
308701,Tars3,1
308703,Lrrk1,10
308708,Ttc23,5
308709,Synm,5
308716,Il20ra,4
308717,Slc35d3,1
308718,Pex7,7
308724,Agbl1,7
308739,Rgma,16
308742,Mctp2,1
308755,Blm,140
308757,Man2a2,1
308759,Unc45a,1
308761,Prc1,10
308766,Mesp1,20
308773,Hapln3,1
308775,Det1,23
308776,Pde8a,16
308777,Ap3b2,24
308789,Efl1,2
308790,Mex3b,1
308796,Mesd,6
308797,Cemip,8
308800,Tyr,21
308810,Ccdc81,6
308831,Tenm4,6
308834,Usp35,14
308837,Ints4,13
308839,Rsf1,1
308843,Tsku,4
308845,Thap12,1
308846,Uvrag,36
308857,Dnajb13,2
308864,Fchsd2,3
308865,Atg16l2,32
308868,Lrtomt,1
308869,Lamtor1,23
308870,Numa1,111
308873,Art1,1
308875,Rhog,16
308890,Btbd10,1
308894,Rassf10,2
308896,Usp47,64
308899,Irag1,1
308900,Rnf141,7
308901,Trim21,129
308906,Trim5,58
308909,Smpd1,8
308911,Rrp8,4
308912,Dchs1,5
308913,Egln1,33
308918,Ppfibp2,29
308923,Ahi1,41
308937,Wee1,5
308939,Ipo7,5
308942,Dennd5a,42
308944,Dennd2b,36
308950,Hspd1-ps5,69
308961,Dctn5,69
308965,Chp2,7
308968,Rbbp6,99
308971,Tnrc6a,16
308976,Kdm8,48
308977,Il21r,5
308983,Nfatc2ip,11
308988,Sez6l2,12
308993,Sephs2,16
308995,Itgal,84
308999,Fbxl19,92
309000,Orai3,7
309001,Setd1a,31
309004,Vkorc1,5
309008,Inpp5f,6
309009,Mcmbp,6
309010,Sec23ip,28
309014,Plpp4,52
309016,Wdr11,8
309025,Tacc2,6
309029,C1h10orf88,22
309031,Ikzf5,3
309053,Relch,1
309060,Fam53b,105
309069,Edrf1,2
309070,Uros,10
309071,Fank1,12
309081,Dock1,93
309095,Nkx6-2,2
309097,Adgra1,1
309098,Tubgcp2,31
309100,Scgb1c1,2
309104,Ifitm6,4
309106,Sigirr,9
309108,Lmntd2,16
309109,Tmem80,4
309111,Slc25a22,1
309112,Cracr2b,3
309114,Muc5b,7
309122,H19,153
309126,Tnpo1,55
309129,Fcho2,11
309131,Slc22a18,1
309133,Mrgprg,14
309135,Ano1,24
309136,Lto1,1
309139,Tpcn2,18
309140,Mrpl21,51
309144,Ppp6r3,2
309147,Aldh3b1,44
309150,Carns1,2
309153,Rce1,1
309156,Bbs1,31
309157,Peli3,21
309159,Klc2,20
309161,Ccdc85b,3
309164,Ovol1,3
309165,Rela,404
309168,Map3k11,45
309170,Fam89b,4
309175,Cdc42ep2,35
309176,Mrpl49,52
309178,Batf2,2
309179,Ppp2r5b,10
309186,Fermt3,37
309187,Atl3,54
309194,Taf6l,85
309197,Hnrnpul2,1
309200,Ints5,13
309201,Rom1,21
309203,Scgb1d2,4
309207,Dagla,4
309212,Ptgdr2,3
309217,Ms4a1,16
309242,Gna14,10
309243,Vps13a,2
309252,Otud7a,13
309255,Mtmr10,10
309259,Nsmce3,10
309262,Nsdhl,38
309275,Trex2,6
309280,Plxna3,7
309288,Rorb,8
309295,Ikbkg,109
309301,Rcl1,13
309304,Pdcd1lg2,3
309306,Ric1,2
309312,Gldc,7
309331,Uhrf2,10
309338,Cstf2t,20
309349,Slitrk2,52
309358,Amd1-ps2,1
309361,Chuk,82
309362,Dnmbp,21
309368,Lama2,157
309374,Ankrd2,45
309376,Zfyve27,9
309377,Sfrp5,15
309378,Golga7b,1
309380,Loxl4,93
309387,Cnnm1,3
309391,Cox15,5
309399,Abhd17b,13
309400,Cemip2,3
309407,Trpm3,15
309410,Mamdc2,73
309419,Pip5k1b,2
309420,Pabir1,69
309429,Kank1,4
309430,Dmrt2,7
309433,Sec31b,10
309434,Hif1an,37
309440,Mrpl43,51
309441,Twnk,29
309444,Fbxw4,80
309446,Hps6,24
309447,Ldb1,59
309449,Elovl3,6
309451,Gbf1,8
309452,Nfkb2,26
309453,Fbxl15,81
309457,Pcgf6,29
309458,Pdcd11,7
309459,Neurl1,2
309460,Sh3pxd2a,44
309465,Gsto2,12
309475,Tm9sf3,47
309486,Tctn3,12
309499,Myof,160
309510,Cpeb3,12
309512,Tnks2,42
309513,Ppp1r3c,7
309514,Hectd2,80
309523,Kif20b,29
309525,Slc16a12,1
309526,Ifit3,127
309527,Ch25h,3
309532,Atad1,66
309533,Sorcs1,1
309544,Rbm20,4
309548,Shoc2,1
309550,L3mbtl3,102
309557,Epb41l2,45
309565,Med23,46
309570,Slc18b1,1
309584,RT1-M4,15
309586,Trim26,31
309591,Trim39,128
309593,Gnl1,1
309595,Mdc1,80
309600,RT1-CE12,16
309603,RT1-CE1,16
309607,RT1-CE5,18
309620,Btnl2,4
309621,RT1-Ba,35
309622,RT1-Bb,51
309626,Ring1,44
309627,RT1-A3,21
309628,Wdr46,68
309629,Pfdn6,1
309637,Bltp3a,1
309638,Taf11,19
309639,Anks1a,2
309641,Tcp11,2
309642,Def6,45
309643,Fance,11
309646,Slc26a8,3
309647,Brpf3,14
309650,Cpne5,16
309651,Ppil1,95
309653,Fgd2,2
309656,Cmtr1,1
309659,Mdga1,9
309665,Tmprss3,47
309666,Ubash3a,106
309673,Rrp1b,99
309674,Rrp1,45
309678,Trappc10,13
309680,Dnmt3l,60
309681,Cfap410,47
309684,Itgb2,244
309686,Pofut2,1
309692,Pcnt,82
309696,Bcr,116
309722,Rhobtb1,1
309728,Arid5b,13
309729,Rtkn2,2
309757,Sirt1,279
309760,Mypn,2
309762,Dna2,13
309767,Rsph4a,3
309772,Vgll2,8
309774,Gopc,52
309798,Gcc2,6
309804,Cdk19,33
309812,Rev3l,14
309816,Lama4,204
309837,Adamts14,1
309855,Fig4,3
309858,Sec63,16
309860,Sobp,9
309871,Prdm1,70
309887,Ascc3,4
309888,Sim1,16
309900,Tulp1,61
309902,Tet1,36
309911,Qrsl1,3
309918,Ell2,11
309922,Rhobtb3,57
309928,Mctp1,1
309945,Arrdc3,3
309957,Mef2a,78
309962,Pde8b,19
309969,Ap3b1,45
309986,Zcchc9,53
309995,Xrcc4,121
310005,Aggf1,1
310019,Utp15,4
310025,Ptcd2,2
310034,Rad17,13
310056,Ipo11,5
310071,Ercc8,32
310086,Mier3,12
310090,Ddx4,39
310091,Slc38a9,10
310097,Snx18,40
310131,Rictor,44
310132,Osmr,9
310137,Cplane1,60
310152,Slc45a2,2
310155,Mtmr12,44
310159,Drosha,40
310178,Myo10,19
310192,Trio,15
310194,Kat8,93
310207,Sema5a,9
310218,Car1,33
310233,Zfp704,1
310258,Phc3,99
310261,Eif5a2,1
310288,Hps3,13
310303,Kcnmb3,2
310306,Usp13,11
310315,Ccdc39,73
310326,Arsl,10
310327,Qrfpr,11
310341,Fat4,7
310344,Plk4,156
310352,Jade1,18
310358,Plcxd3,14
310363,Fbxo4,86
310376,Nim1k,1
310378,Nnt,9
310392,Slc7a11,37
310395,Noct,12
310399,Naa15,3
310405,Maml3,23
310411,Cog6,7
310418,Frem2,98
310444,P2ry13,14
310460,Arhgef26,2
310461,Dhx36,88
310463,Plch1,2
310467,Tiparp,48
310483,Mlf1,26
310486,Rarres1,2
310506,Ppm1l,4
310508,B3galnt1,2
310512,Nmd3,6
310519,Slitrk3,52
310533,Rapgef2,38
310538,Fnip2,10
310544,Map9,15
310548,Rbm46,3
310550,Dchs2,4
310552,Sfrp2,53
310553,Tlr2,150
310575,Sprr3,2
310586,Flg2,2
310588,Tchh,1
310611,Pglyrp4,3
310612,Ilf2,33
310614,Gatad2b,23
310615,Crtc2,64
310616,Creb3l4,11
310621,Iqgap3,9
310625,Rhbg,11
310626,Tmem79,31
310630,Sema4a,4
310632,Rab25,16
310633,Ubqln4,8
310635,Arhgef2,120
310638,Ash1l,121
310640,Entrep3,4
310641,Trim46,18
310643,Efna4,4
310645,Pmvk,22
310653,Mrpl9,51
310655,Cgn,53
310658,Pogz,2
310659,Rfx5,36
310661,Vps72,38
310662,Scnm1,29
310663,Tnfaip8l2,7
310664,Prune1,1
310665,Mindy1,2
310667,Cers2,73
310669,Golph3l,17
310670,Adamtsl4,76
310674,Plekho1,2
310677,Otud7b,114
310678,Hist2h3c2,18
310681,Hjv,22
310682,Pex11b,64
310683,Itga10,26
310685,Polr3c,22
310688,Sh2d2a,13
310693,Cd5l,5
310694,Fcrl2,4
310695,Kirrel1,9
310698,Dclk2,8
310704,Bcl9,27
310710,Sec22b,210
310720,Wdr3,11
310721,Tent5c,40
310738,Ngf,195
310743,Olfml3,49
310745,Dclre1b,89
310746,Ap4b1,10
310753,Lrig2,5
310756,Mov10,7
310760,Cttnbp2nl,10
310764,Inka2,2
310769,Wdr77,30
310772,Dennd2d,36
310773,Cept1,6
310775,Lrif1,33
310780,Gpr61,94
310782,Mybphl,39
310784,Taf13,17
310785,Wdr47,1
310791,Slc25a24,2
310801,Slc30a7,10
310803,Extl2,4
310806,Cdc14a,9
310807,Sass6,25
310808,Slc35a3,2
310810,Frrs1,2
310812,Plppr5,2
310820,Ptbp2,10
310833,Arhgap29,24
310836,Abca4,41
310838,Bcar3,4
310839,Fnbp1l,11
310843,Sec24d,10
310849,Sgms2,3
310856,Ppa2,2
310859,Tet2,15
310864,Manba,18
310877,Tifa,1
310879,Alpk1,1
310900,Mttp,107
310903,Adh6,3
310909,Rap1gds1,7
310914,Bmpr1b,26
310917,Gbp4,8
310958,Zzz3,47
310960,Usp33,18
310968,Ifi44l,13
310982,Ttll7,14
310999,Plekhg5,80
311013,Arsj,10
311021,Nmi,33
311024,Kif5c,41
311026,Mbd5,2
311029,Neb,11
311039,Galnt13,4
311047,Cytip,1
311055,Tanc1,20
311059,Marchf7,5
311061,Itgb6,124
311071,Zeb2,35
311078,Psmd14,148
311093,Csrnp3,54
311098,Xirp2,15
311111,Nostrin,1
311112,Fastkd1,4
311115,Ubr3,4
311118,Tlk1,1
311123,Ift70a2,17
311129,Osbpl6,2
311130,Prkra,111
311134,Ccdc141,1
311144,Itga4,111
311151,Dusp19,9
311163,Ctnnd1,127
311165,Med19,34
311166,Clp1,26
311167,Smtnl1,6
311168,Slc43a1,3
311169,Rtn4rl2,8
311171,Lrrc55,3
311182,Nup160,16
311187,Pacsin3,5
311191,Ckap5,21
311193,Arhgap1,14
311202,Large2,1
311203,Pex16,102
311204,Slc35c1,8
311215,Ext2,5
311218,Accs,146
311224,Ttc17,1
311236,Lrrc4c,6
311245,Traf6,254
311254,Pdhx,14
311257,Nat10,68
311287,Ano3,9
311299,Aven,2
311311,Meis2,27
311325,Knstrn,2
311327,Knl1,4
311328,Rmdn3,1
311329,Dnajc17,35
311331,Spint1,3
311332,Dll4,69
311334,Exd1,3
311337,Ltk,8
311341,Pla2g4b,4
311348,Cdan1,1
311349,Ttbk2,18
311355,Ppip5k1,1
311358,Serinc4,4
311359,Hypk,6
311361,Wdr76,7
311368,Ctdspl2,3
311372,Spg11,6
311373,Trim69,80
311374,Duoxa1,3
311384,Sema6d,6
311387,Slc24a5,3
311391,Cep152,11
311396,Atp8b4,4
311399,Usp50,1
311401,Sppl2a,8
311403,Mtfr1,25
311404,Ap4e1,3
311405,Tmem127,4
311406,Dusp2,1
311412,Anapc1,17
311414,Zc3h8,3
311419,Stk35,69
311422,Itpa,35
311423,Slc4a11,3
311425,Adam33,84
311427,Hspa12b,1
311430,Mavs,191
311437,Rassf2,19
311441,Trmt6,2
311446,Hao1,76
311450,Pak5,1
311456,Mkks,83
311478,Kif16b,34
311483,Rrbp1,71
311487,Polr3f,22
311494,Rin2,1
311505,Pax1,7
311530,Nanp,1
311532,Sdcbp2,41
311536,Slc52a3,15
311545,Hm13,48
311546,Tpx2,9
311548,Ttll9,6
311550,Ccm2l,1
311551,Pofut1,23
311553,Asxl1,17
311558,Bpifb6,14
311559,Bpifa5,14
311562,Necab3,1
311567,Itch,67
311569,Acss2,21
311570,Myh7b,11
311573,Cep250,34
311575,Phf20,33
311580,Samhd1,3
311591,Rprd1b,5
311598,Fam83d,4
311604,Zhx3,2
311607,Chd6,22
311613,L3mbtl1,74
311617,Fitm2,28
311621,Tomm34,5
311622,Stk4,38
311631,Zswim1,31
311633,Neurl2,1
311637,Slc35c2,1
311639,Ocstamp,2
311642,Sulf2,20
311647,Prex1,51
311651,Slc9a8,2
311655,Mocs3,5
311658,Nfatc2,62
311661,Zfp64,16
311670,Cstf1,20
311676,Pmepa1,3
311693,Cdh26,3
311723,Sox18,20
311730,Gpr155,2
311743,Map3k20,26
311764,Zfp217,1
311783,Il36rn,4
311785,Psd4,4
311786,Traf2,239
311791,Zmynd19,2
311793,Noxa1,7
311796,Nelfb,17
311799,Ndor1,27
311802,Ssna1,93
311803,Lrrc26,3
311821,Agpat2,4
311832,Gfi1b,8
311833,Ak8,17
311836,Ntng2,8
311839,Slc27a4,9
311840,Urm1,2
311842,Zer1,1
311844,Kyat1,6
311846,Lrrc8a,4
311848,Sh3glb2,69
311849,Crat,122
311854,Tor1b,11
311856,Usp20,5
311857,Gpr107,2
311860,Abl1,129
311861,Fibcd1,2
311862,Lamc3,76
311864,Uck1,2
311865,Ptges2,93
311866,Lrsam1,3
311876,Pbx3,14
311880,Gapvd1,1
311881,Fbxw2,80
311886,Cntrl,71
311901,Lhx6,3
311903,Mrrf,2
311909,Rc3h2,12
311911,Rabgap1,49
311913,Dennd1a,48
311919,Golga1,29
311926,Lrp1b,4
311944,Paxip1,23
311952,Galnt11,1
311968,Kmt2e,51
312052,Steap2,5
312077,Golga3,22
312083,Vps50,36
312086,Pon3,2
312102,Vsig4,4
312108,Ophn1,14
312115,Col28a1,94
312132,Tmem106b,6
312154,Ing3,50
312159,Fam3c,2
312166,Cadps2,18
312182,Rbm28,7
312192,Ahcyl2,1
312195,Nrf1,28
312203,Klf14,30
312213,Plxna4,9
312225,Wdr91,3
312227,Cnot4,13
312246,Kiaa1549,1
312248,Ubn2,73
312251,Luc7l2,102
312255,Slc37a3,3
312257,Dennd2a,36
312273,Prss3bl1,61
312275,Ephb6,8
312279,Epha1,5
312299,Ezh2,176
312303,Zfp746,3
312312,Gimap1,64
312316,Doxl1,2
312317,Doxl2,2
312320,Igf2bp3,7
312371,Avl9,3
312372,Kbtbd2,1
312373,Nt5c3a,19
312382,Abcg2,44
312401,Ndnf,73
312439,Rmnd5a,9
312440,Kdm3a,56
312444,Immt,189
312451,Tcf7l1,15
312477,Dok1,13
312478,Loxl3,3
312480,Pcgf1,36
312488,Atp6v1b1,69
312490,Paip2b,1
312492,Dysf,18
312495,Cyp26b1,41
312502,Rab11fip5,39
312504,Fbxo41,80
312510,Tia1,47
312516,Gmcl1,40
312538,Mcm2,89
312559,Chchd4,10
312560,Xpc,24
312562,Rbsn,55
312563,Prickle2,14
312566,Adamts9,4
312574,Lrig1,13
312603,Rybp,25
312607,Pdzrn3,29
312634,Mtmr14,1
312640,Emc3,9
312641,Fancd2,21
312647,Atg7,135
312649,Tsen2,6
312651,Ift122,41
312652,Plxnd1,74
312654,Tmcc1,5
312656,Marchf8,8
312664,Rasgef1a,1
312667,Ankrd26,5
312670,Adipor2,23
312675,Fbxl14,81
312678,Kdm5a,63
312679,Il17ra,23
312682,Bcl2l13,2
312688,Usp18,29
312689,M6pr,39
312690,Phc1,30
312694,Necap1,32
312701,Cd163,13
312703,Pex5,130
312705,C1r,1
312707,Lrrc23,11
312709,Mlf2,6
312710,Cops7a,27
312720,Akap3,83
312728,Tspan9,1
312754,Ppp2r5a,16
312777,Etv6,9
312781,Lrp6,69
312787,Gpr19,23
312793,Gsg1,1
312800,Atf7ip,2
312812,Eps8,111
312824,Recql,5
312828,Etnk1,34
312846,Rassf8,12
312849,Med21,59
312863,Ccdc91,22
312890,Gdap1,14
312896,Trpa1,33
312897,Msc,57
312903,Tram1,3
312907,Slco5a1,2
312912,Prex2,5
312915,Arfgef1,8
312916,Cops5,42
312927,Rb1cc1,30
312936,Sox17,59
312937,Cyld,35
312947,Tgs1,6
312965,Ubxn2b,3
312974,Chd7,6
312981,Asph,114
313017,Sfn,10
313018,Kdf1,2
313024,Wasf2,88
313027,Eya3,29
313030,Ppp1r8,5
313033,Xkr8,2
313038,Phc2,141
313045,Trim62,22
313048,Rbbp4,142
313050,Lck,115
313052,Epb41,45
313053,Ythdf2,12
313056,Snrnp40,81
313057,Serinc2,4
313058,Adgrb2,47
313060,Spocd1,53
313061,Virma,9
313063,Rad54b,22
313067,Tmem67,70
313087,Cpne3,7
313098,Usp45,15
313101,Fbxl4,80
313108,Mms22l,1
313115,Ufl1,60
313121,Map3k7,198
313125,Bach2,4
313126,Gja10,5
313128,Casp8ap2,59
313130,Pm20d2,2
313131,Rngtt,4
313138,Orc3,67
313155,RGD1359108,6
313156,Lingo2,50
313166,Nfx1,2
313167,Nol6,12
313170,Kif24,18
313173,Cntfr,27
313183,Actl7b,1
313196,Ecpas,13
313200,Hsdl2,1
313210,Abca1,160
313216,Rnf20,17
313225,Cavin4,15
313228,Invs,8
313231,Alg2,7
313234,Tbc1d2,40
313235,Coro2a,49
313236,Trim14,138
313242,Dcaf10,20
313243,Exosc3,17
313244,Frmpd1,6
313245,Polr1e,23
313254,Kif12,20
313255,Whrn,26
313262,Pappa,3
313264,Trim32,55
313278,Ptprd,22
313304,Stag2,48
313308,Thoc2,40
313323,Psip1,3
313325,Lad1,54
313339,Acer2,2
313340,Dennd4c,38
313341,Pigo,1
313348,Klhl9,9
313352,Dmrta1,7
313365,Ift74,82
313370,Hook1,27
313375,Cyp2j3,5
313385,Kank4,3
313387,Usp1,6
313388,Dock7,123
313391,Atg4c,15
313409,Dnajc6,83
313413,Sgip1,54
313417,Dnai4,78
313418,Mier1,80
313421,C8b,60
313430,Fam151a,11
313436,Zcchc12,3
313438,Dock11,5
313445,Klhl13,8
313449,Upf3b,9
313450,Rnf113a1,16
313471,Dmrta2,48
313474,Eps15,80
313477,Zfyve9,12
313478,Cc2d1b,1
313479,Orc1,68
313481,Tut4,15
313484,Dmrtb1,6
313488,Reck,19
313490,Tmem8b,1
313491,Hint2,20
313493,Rgp1,2
313494,Tln1,185
313495,Car9,8
313504,Foxd2,29
313506,Stil,7
313507,Tal1,34
313512,Dmbx1,3
313520,Mmachc,2
313525,Hectd3,3
313539,Kdm4a,116
313554,Foxj3,29
313557,Hivep3,49
313558,Foxo6,4
313560,Ctps1,5
313564,Zmpste24,48
313574,Nt5c1a,7
313575,Heyl,49
313583,Sf3a3,110
313587,Zc3h12a,15
313588,Snip1,84
313589,Rspo1,25
313591,Thrap3,229
313592,Col8a2,98
313593,Ago3,13
313594,Ago1,91
313598,Zmym4,27
313609,Pdik1l,1
313611,Pafah2,1
313615,Paqr7,4
313618,Maco1,5
313620,Srrm1,132
313625,Myom3,9
313633,Ephb2,45
313641,Hspg2,252
313644,Rap1gap,43
313647,Hp1bp3,99
313648,Ddost,8
313658,Ubr4,98
313662,Mfap2,4
313663,Crocc,46
313666,Zbtb17,31
313667,Plekhm2,11
313668,Ddi2,4
313678,Prdm2,48
313681,Lrrc38,3
313702,Mad2l2,16
313706,Ubiad1,2
313707,Exosc10,45
313713,Casz1,1
313717,Clstn1,76
313722,Spsb1,82
313729,Errfi1,43
313743,Klhl21,9
313749,Nphp4,52
313755,Mmel1,1
313756,Plch2,1
313757,Ski,44
313765,Slc35e2b,51
313772,Acap3,1
313776,Perm1,5
313777,Noc2l,3
313782,Fbxl12,81
313783,Olfm2,26
313785,Icam5,7
313786,Fdx2,25
313790,Lacc1,3
313806,Rnf19b,86
313811,Dnajb5,51
313819,Mast2,5
313825,Vps13d,1
313831,Vit,73
313834,Prkd3,4
313837,Qpct,1
313840,Rmdn2,2
313845,Sos1,39
313861,Eml4,13
313867,Lrpprc,112
313873,Fam98a,37
313874,Rasgrp3,8
313876,Birc6,3
313891,Pcare,1
313905,Supt7l,32
313914,Gtf3c2,16
313922,Asxl2,5
313928,Efr3b,4
313929,Ncoa1,85
313934,Itsn2,47
313954,Matn3,4
313961,Smc6,10
313974,Trib2,3
313977,Lpin1,21
313978,E2f6,37
313993,Grhl1,3
313994,Klf11,11
314004,Cmpk2,8
314013,Trappc12,14
314028,Cbll1,5
314030,Cog5,7
314061,Uvssa,1
314075,Pnpla8,1
314111,Klhl15,1
314126,Baz1a,64
314148,Clec14a,1
314154,Cyp51a1-ps1,1
314164,Lrfn5,9
314172,Fancm,11
314180,Mdga2,2
314196,L2hgdh,1
314198,Cdkl1,54
314205,Arid4a,6
314212,Daam1,43
314213,Gpr135,5
314221,Six6,6
314224,Tmem30b,11
314228,Snapc1,16
314251,Sptb,58
314259,Pals1,27
314260,Plek2,9
314264,Rdh12,34
314265,Zfyve26,5
314273,Dcaf5,20
314275,Slc39a9,2
314280,Smoc1,136
314297,Papln,73
314304,Acot3,5
314311,Fam161b,1
314312,Entpd5,1
314319,Prox2,1
314320,Mlh3,51
314322,Fos,250
314329,Irf2bpl,3
314330,Cipc,4
314332,Tmem63c,3
314336,Ddx41,81
314349,Ston2,85
314352,Sel1l,17
314360,Galc,1
314380,Tdp1,4
314384,Rps6ka5,23
314386,Gpr68,3
314388,Ppp4r3a,30
314393,Trip11,6
314396,Slc24a4,8
314397,Rin3,11
314399,Ubr7,1
314405,Otub2,13
314406,Serpina1f,3
314416,Ak7,17
314417,Papola,20
314423,Bcl11b,19
314432,Uba1,115
314436,Elk1,73
314438,Degs2,1
314442,Wars1,17
314459,Amn,3
314462,Trmt61a,2
314465,Ppp1r13b,17
314478,Ahnak2,2
314480,Gpr132,2
314487,Igha,4
314523,Dync2i1,11
314539,Macc1,7
314543,Gulp1,1
314545,Wdr75,23
314553,Ptdss1,1
314587,Zfp472,47
314598,Wiz,10
314612,Shc2,2
314613,Rnf126,11
314614,Plppr3,1
314615,Prtn3,106
314616,Arid3a,2
314619,Sbno2,9
314621,Stk11,53
314622,Cbarp,3
314623,Midn,2
314633,Ap3d1,43
314637,Slc39a3,5
314638,Creb3l3,13
314640,Tjp3,6
314641,Pip5k1c,25
314642,Fzr1,24
314644,Dohh,4
314647,Celf5,4
314648,Ncln,2
314649,S1pr4,2
314654,Myo1f,2
314675,Abtb3,16
314681,Ric8b,9
314690,Washc4,24
314694,Chst11,42
314704,Hcfc2,28
314711,Spic,2
314717,Scyl2,4
314718,Actr6,30
314721,Anks1b,8
314743,Cdk17,3
314746,Usp44,42
314756,Cradd,44
314759,Ndufa13-ps1,2
314764,Eea1,258
314771,Kera,1
314772,Epyc,1
314785,Tmtc3,4
314787,Cep290,171
314788,Rlig1,78
314800,Acss3,1
314814,Nav3,16
314818,E2f7,5
314824,Osbpl8,11
314843,Ptprb,124
314847,Best3,5
314848,Lrrc10,1
314850,Frs2,27
314855,Cpm,56
314856,Mdm2,145
314859,Mdm1,43
314862,Dyrk2,8
314870,Irak3,7
314897,Ppm1h,14
314903,Srgap1,5
314904,Arhgef25,6
314906,Kif5a,56
314910,Nab2,9
314917,Pkhd1l1,2
314930,Zfpm2,27
314949,Rad21,35
314961,Asap1,12
314969,Nop2,102
314979,Deptor,12
314981,Col14a1,100
314988,Zhx2,9
315000,Rnf139,6
315023,Slc25a32,8
315034,Fbxo43,3
315037,Atmin,4
315039,Osr2,4
315045,Pop1,9
315047,Laptm4b,4
315054,Slc45a4,2
315055,Dennd3,36
315058,Chrac1,30
315059,Trappc9,15
315074,Slurp2,1
315075,Ly6d,16
315084,Gsdmd,13
315085,Naprt,9
315091,Spatc1,1
315093,Maf1,36
315108,Apol3l1,76
315112,Foxred2,1
315114,C1qtnf6,15
315119,Mfng,76
315121,Cdc42ep1,4
315131,Kdelr3,2
315133,Ddx17,4
315135,Sun2,8
315136,Cbx6,29
315137,Apobec3,83
315139,Tab1,88
315141,Mief1,77
315150,Adsl,10
315151,Mrtfa,35
315158,Zc3h7b,11
315159,Tob2,4
315160,Desi1,3
315162,Mei1,20
315166,Smdt1,7
315167,Ndufa6,48
315170,Poldip3,7
315174,Scube1,5
315189,Prr5,19
315190,Upk3a,5
315191,Fbln1,157
315196,Wnt7b,63
315203,Gramd4,7
315210,Brd1,26
315214,Ttll8,3
315215,Mlc1,9
315216,Selenoo,15
315217,Plxnb2,48
315219,Tymp,1
315220,Mapk8ip2,32
315222,Arsa,15
315259,Prickle1,79
315263,Adamts20,3
315265,Twf1,103
315272,Ano6,56
315291,Ccnt1,34
315294,Wnt10b,61
315297,Nckap5l,1
315298,Racgap1,11
315305,Atf1,18
315308,Csrnp2,54
315309,Tfcp2,8
315311,Slc4a8,10
315318,Krt80,46
315320,Krt84,46
315323,Krt4,46
315324,Krt78,46
315326,Tns2,3
315330,Espl1,4
315333,Atf7,29
315337,Hoxc13,1
315338,Hoxc10,16
315341,Hoxc5,9
315344,Smug1,3
315345,Copz1,38
315346,Itga5,164
315348,Nckap1l,12
315350,Irs4,5
315352,Nxt2,2
315388,Tmprss6,5
315409,Cep126,5
315422,Mtmr2,133
315423,Cep57,28
315427,Sesn3,4
315430,Amotl1,30
315435,Panx1,36
315438,Deup1,3
315439,Slc36a4,3
315447,Chordc1,3
315451,Muc16,42
315461,Tmed1,7
315463,Timm29,3
315465,Odad3,61
315478,Snx19,2
315484,Bbs9,27
315497,Tbx20,11
315508,Ncapd3,11
315509,Jam3,11
315510,Igsf9b,1
315523,Nfrkb,31
315530,Arhgap32,8
315532,Fli1,5
315546,Kirrel3,2
315548,Srpra,12
315550,Rpusd4,6
315554,Pus3,1
315564,Robo3,10
315567,Panx3,5
315571,Or8g20b,2
315572,Or8g20e,13
315573,Or10d1,22
315579,Ubash3b,5
315597,Mfrp,69
315598,C1qtnf5,32
315599,Nlrx1,1
315600,Vps11,141
315606,Kmt2a,135
315608,Ube4a,10
315609,Cd3e,133
315610,Jaml,3
315611,Scn4b,11
315615,Dscaml1,1
315617,Sidt2,1
315634,Rbm7,5
315639,Usp28,15
315644,Bco2,3
315645,Pih1d2,12
315648,Ppp2r1b,18
315649,Sik2,12
315655,Rdx,44
315663,Exph5,7
315664,Poglut3,2
315665,C8h11orf65,2
315666,Npat,64
315668,Rab39a,17
315670,Elmod1,69
315675,Gldn,5
315676,Dmxl2,2
315689,Hmg20a,100
315691,Lingo1,6
315696,Snx33,9
315697,Imp3,11
315705,Rpp25,9
315707,Csk,45
315708,Edc3,89
315711,Sema7a,44
315712,Ccdc33,1
315713,Pml,104
315714,Loxl1,102
315716,Cd276,4
315731,Larp6,5
315732,Uaca,7
315740,Kif23,19
315741,Paqr5,2
315744,Itga11,81
315745,Fem1b,59
315746,Cln6,7
315748,Skor1,2
315750,Lctl,42
315756,Dennd4a,37
315758,Dpp8,1
315760,Parp16,26
315761,Cilp,106
315769,Trip4,60
315771,Herc1,65
315776,Tln2,19
315795,Cgnl1,120
315806,Prtg,1
315824,Bmp5,24
315840,Myo6,163
315843,Phip,34
315851,Elovl4,6
315852,Ttk,19
315858,Ibtk,1
315863,Ube3d,2
315870,Tbx18,5
315879,Adamts7,10
315880,Tbc1d2b,39
315882,Zic4,9
315883,Plscr2,3
315891,Dipk2a,1
315904,Paqr9,4
315911,Rnf128,2
315912,Tbc1d8b,1
315920,Vsig1,1
315923,Lysmd3,1
315926,Pls1,49
315936,Zbtb38,11
315939,Pxylp1,1
315949,Armc8,9
315952,Dzip1l,18
315953,Cldn18,22
315958,Stag1,27
315959,Msl2,11
315962,Ky,1
315969,Topbp1,25
315973,Acad11,63
315979,Col6a6,95
315987,Dcaf1,50
